"","Family","ID","Sex","Treatment","Size","Eclosion","Censored","Lifespan","Activity","Block","Assay","Trial","Chamber","StartTime","Session","age_at_flight","total_distance","total_duration","total_avg_speed","total_peak_speed","marathon_flights","long_flights","medium_flights","short_flights","skip_flights","trial_length"
"751","xBG","xBG8","F","A","4.306666667","02/06/2022",1,65,"Flight","G",2,"03/08/2022","D","08:34","152",62,0,0,NA,"#NAME?",0,0,0,0,0,11034.93989
"752","xBI","xBI4","F","A","4.41","02/06/2022",1,65,"Flight","G",2,"03/08/2022","G","12:53","153",62,0,0,NA,"#NAME?",0,0,0,0,0,14399.21934
"753","xAG","xAG13","F","B","5.556666667","27/03/2022",1,65,"Flight","F",2,"28/05/2022","B","10:24","137",62,0,0,NA,"#NAME?",0,0,0,0,0,14399.99462
"754","xL","xL7","M","A","4.143333333","06/03/2022",0,65,"Flight","C",2,"10/05/2022","F","11:12","122",65,0,0,NA,"#NAME?",0,0,0,0,0,14399.97579
"755","xG","xG1","M","B","5.43","28/02/2022",1,65,"Flight","B",2,"30/04/2022","E","10:30","108",61,0,0,NA,"#NAME?",0,0,0,0,0,14399.98284
"756","xD","xD13","M","A","4.466666667","28/02/2022",1,65,"Flight","B",2,"03/05/2022","E","15:22","113",64,11.44,50.32812309,0.227308298,"0.898917696",0,0,0,0,3,14399.98962
"757","xBI","xBI9","M","B","5.396666667","03/06/2022",1,64,"Flight","G",2,"03/08/2022","E","12:53","153",61,0,0,NA,"#NAME?",0,0,0,0,0,14399.21934
"758","xBG","xBG9","M","B","5.65","03/06/2022",1,64,"Flight","G",2,"02/08/2022","C","09:50","150",60,0,0,NA,"#NAME?",0,0,0,0,0,14398.81366
"759","xBD","xBD8","M","B","5.076666667","03/06/2022",1,64,"Flight","G",2,"04/08/2022","D","08:30","154",62,1242.56,1737.311906,0.715219873,"1.406359433",0,0,0,5,0,14399.99807
"760","xBJ","xBJ11","M","B","5.193333333","03/06/2022",1,64,"Flight","G",2,"03/08/2022","B","08:34","152",61,0,0,NA,"#NAME?",0,0,0,0,0,11034.93989
"761","xBJ","xBJ2","F","A","4.26","03/06/2022",1,64,"Flight","G",2,"03/08/2022","G","08:34","152",61,0,0,NA,"#NAME?",0,0,0,0,0,11034.93989
"762","xAG","xAG5","M","A","4.16","25/03/2022",1,64,"Flight","F",2,"28/05/2022","A","10:24","137",64,0,0,NA,"#NAME?",0,0,0,0,0,14399.99462
"763","xP","xP5","F","B","5.096666667","06/03/2022",1,63,"Flight","C",2,"08/05/2022","A","13:00","121",63,0,0,NA,"#NAME?",0,0,0,0,0,14399.9858
"764","xAK","xAK16","F","B","5.436666667","27/03/2022",1,62,"Flight","F",2,"27/05/2022","E","12:44","136",61,6988.08,11051.06656,0.632344395,"1.772057057",0,0,8,16,10,14399.99164
"765","xAH","xAH16","M","B","4.463333333","27/03/2022",1,62,"Flight","F",2,"26/05/2022","G","09:43","135",60,2.64,14.8227129,0.178105049,"0.123530167",0,0,0,0,1,14399.98435
"766","xA","xA8","M","A","5.573333333","28/02/2022",1,62,"Flight","B",2,"30/04/2022","C","16:05","109",61,143.44,232.9765003,0.615684414,"2.015551922",0,0,0,1,3,14399.9821
"767","xF","xF7","F","B","5.06","28/02/2022",1,62,"Flight","B",2,"29/04/2022","C","10:03","106",60,0,0,NA,"#NAME?",0,0,0,0,0,11811.23324
"768","xC","xC4","F","A","5.213333333","28/02/2022",1,60,"Flight","B",2,"29/04/2022","A","10:03","106",60,0,0,NA,"#NAME?",0,0,0,0,0,11811.23324
"769","xAI","xAI11","M","B","5.263333333","27/03/2022",1,59,"Flight","F",2,"28/05/2022","C","10:24","137",62,2899.6,6585.695349,0.4402876,"1.473656365",0,0,6,10,5,14399.99462
"770","xJ","xJ14","M","B","5.366666667","06/03/2022",0,48,"Flight","C",2,"05/05/2022","G","12:47","116",60,0,0,NA,"#NAME?",0,0,0,0,0,14399.76396
"771","xBF","xBF3","F","A","4.073333333","02/06/2022",1,45,"Flight","G",2,"06/08/2022","C","10:53","155",65,0,0,NA,"#NAME?",0,0,0,0,0,14399.99203
"772","xD","xD6","F","B","5.356666667","28/02/2022",0,36,"Flight","B",2,"04/05/2022","D","15:47","115",65,9354.4,9763.372051,0.958111598,"1.740723117",1,0,0,0,0,14399.15333
"773","xI","xI12","M","B","5.44","06/03/2022",1,171,"Flight","C",3,"08/06/2022","F","14:49","209",94,1522.4,1776.845098,0.856799505,"2.077886685",0,0,1,0,1,14399.20788
"774","xE","xE5","M","B","5.733333333","28/02/2022",1,159,"Flight","B",3,"03/06/2022","C","13:01","204",95,0,0,NA,"#NAME?",0,0,0,0,0,14399.99981
"775","xG","xG3","F","B","4.936666667","28/02/2022",1,159,"Flight","B",3,"02/06/2022","F","","202",94,10643.6,13779.94737,0.772397725,"1.333444431",1,0,0,0,0,14399.98785
"776","xG","xG6","F","A","3.906666667","28/02/2022",1,155,"Flight","B",3,"02/06/2022","C","","202",94,3419.68,14123.67888,0.242123885,"0.429609259",0,1,6,7,2,14399.98785
"777","xB","xB3","M","B","5.506666667","28/02/2022",1,153,"Flight","B",3,"03/06/2022","D","08:42","203",95,5822.08,10218.12462,0.569779702,"1.378729144",1,0,0,10,19,14399.98409
"778","xG","xG7","M","B","5.4","02/03/2022",1,153,"Flight","C",3,"01/06/2022","G","","201",91,0,0,NA,"#NAME?",0,0,0,0,0,14398.78049
"779","xE","xE11","M","A","4.223333333","28/02/2022",1,153,"Flight","B",3,"02/06/2022","A","","202",94,3828.88,9484.485021,0.403699304,"1.076606615",0,0,4,14,2,14399.98785
"780","xM","xM10","F","B","5.57","06/03/2022",1,149,"Flight","C",3,"10/06/2022","B","10:43","211",96,421.52,681.8200951,0.618227599,"1.168964388",0,0,1,0,1,14399.98816
"781","xO","xO2","F","A","4.023333333","06/03/2022",1,149,"Flight","C",3,"10/06/2022","D","10:43","211",96,0,0,NA,"#NAME?",0,0,0,0,0,14399.98816
"782","xF","xF4","F","A","4.096666667","28/02/2022",1,149,"Flight","B",3,"02/06/2022","B","","202",94,0,0,NA,"#NAME?",0,0,0,0,0,14399.98785
"783","xE","xE14","F","A","4.683333333","28/02/2022",1,146,"Flight","B",3,"07/06/2022","B","15:10","207",99,41.36,156.9102991,0.263590091,"1.159097967",0,0,0,1,6,14399.99614
"784","xAH","xAH14","M","B","5.296666667","27/03/2022",1,142,"Flight","F",3,"28/06/2022","C","09:48","216",93,77.44,250.0714109,0.309671544,"2.789250671",0,0,0,0,14,14399.98699
"785","xB","xB4","F","B","5.62","28/02/2022",1,142,"Flight","B",3,"03/06/2022","G","08:42","203",95,0,0,NA,"#NAME?",0,0,0,0,0,14399.98409
"786","xG","xG4","F","B","5.07","28/02/2022",1,142,"Flight","B",3,"31/05/2022","E","","200",92,0,0,NA,"#NAME?",0,0,0,0,0,14397.97616
"787","xB","xB10","M","A","5.11","28/02/2022",1,142,"Flight","B",3,"01/06/2022","E","","201",93,0,0,NA,"#NAME?",0,0,0,0,0,14398.78049
"788","xAI","xAI5","F","A","4.05","25/03/2022",1,141,"Flight","F",3,"28/06/2022","A","09:48","216",95,459.36,712.5182743,0.644699254,"1.185003196",0,0,0,2,10,14399.98699
"789","xJ","xJ2","M","A","4.456666667","06/03/2022",1,140,"Flight","C",3,"10/06/2022","E","10:43","211",96,1100.88,3758.549688,0.292900212,"0.584646525",0,0,2,9,7,14399.98816
"790","xB","xB5","M","B","5.726666667","28/02/2022",1,139,"Flight","B",3,"03/06/2022","A","08:42","203",95,1132.56,2081.541657,0.544096726,"0.90864874",0,0,2,2,1,14399.98409
"791","xG","xG2","M","B","5.086666667","28/02/2022",1,139,"Flight","B",3,"02/06/2022","E","","202",94,7428.96,11811.51272,0.628959235,"1.110466193",0,0,4,18,9,14399.98785
"792","xBA","xBA4","M","A","4.296666667","02/06/2022",1,138,"Flight","G",3,"31/08/2022","G","13:41","220",90,7205.44,13832.77091,0.520896359,"1.24450911",0,0,9,9,1,14399.99311
"793","xBK","xBK14","M","A","5.16","02/06/2022",1,138,"Flight","G",3,"01/09/2022","C","13:24","222",91,1693.12,1830.899753,0.924747517,"1.56131889",0,0,1,0,0,14399.05347
"794","xN","xN2","F","B","5.42","06/03/2022",1,136,"Flight","C",3,"08/06/2022","C","10:09","208",94,0,0,NA,"#NAME?",0,0,0,0,0,14399.98124
"795","xN","xN14","M","A","4.596666667","06/03/2022",1,136,"Flight","C",3,"04/06/2022","F","10:16","205",90,7547.76,12327.72552,0.612258927,"1.170113198",0,1,4,10,7,14399.99494
"796","xJ","xJ4","M","A","4.463333333","06/03/2022",1,136,"Flight","C",3,"09/06/2022","A","11:29","210",95,0,0,NA,"#NAME?",0,0,0,0,0,14399.98401
"797","xAK","xAK14","F","B","5.386666667","27/03/2022",1,135,"Flight","F",3,"24/06/2022","B","11:23","215",89,0,0,NA,"#NAME?",0,0,0,0,0,14399.98889
"798","xAJ","xAJ10","F","B","5.386666667","27/03/2022",1,135,"Flight","F",3,"24/06/2022","A","11:23","215",89,13.2,33.1161921,0.398596552,"0.500525821",0,0,0,0,1,14399.98889
"799","xD","xD7","M","B","5.656666667","28/02/2022",1,135,"Flight","B",3,"03/06/2022","B","13:01","204",95,4101.68,9900.909898,0.414273036,"0.990639624",0,1,2,7,8,14399.99981
"800","xC","xC2","F","A","4.693333333","28/02/2022",1,135,"Flight","B",3,"03/06/2022","C","08:42","203",95,705.76,5741.420149,0.122924291,"0.721516758",0,0,1,33,30,14399.98409
"801","xM","xM3","F","A","4.06","06/03/2022",1,133,"Flight","C",3,"08/06/2022","G ","14:49","209",94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802","xN","xN17","F","A","3.953333333","06/03/2022",1,133,"Flight","C",3,"09/06/2022","C","11:29","210",95,0,0,NA,"#NAME?",0,0,0,0,0,14399.98401
"803","xN","xN3","M","B","5.436666667","06/03/2022",1,133,"Flight","C",3,"09/06/2022","G","11:29","210",95,2.64,13.79498196,0.191373936,"0.24861145",0,0,0,0,1,14399.98401
"804","xI","xI13","M","B","5.486666667","06/03/2022",1,133,"Flight","C",3,"04/06/2022","E","10:16","205",90,2914.56,3675.35031,0.79300196,"1.675938249",0,0,2,9,10,14399.99494
"805","xA","xA2","M","B","5.693333333","28/02/2022",1,131,"Flight","B",3,"02/06/2022","D","","202",94,0,0,NA,"#NAME?",0,0,0,0,0,14399.98785
"806","xBI","xBI16","F","B","5.266666667","03/06/2022",1,130,"Flight","G",3,"01/09/2022","D","13:24","222",90,227.92,414.1290431,0.550359855,"1.251000709",0,0,0,3,1,14399.05347
"807","xR","xR10","F","A","4.78","09/03/2022",1,130,"Flight","D",3,"08/06/2022","B","10:09","208",91,0,0,NA,"#NAME?",0,0,0,0,0,14399.98124
"808","xM","xM11","M","B","5.226666667","06/03/2022",1,129,"Flight","C",3,"04/06/2022","G","10:16","205",90,0,0,NA,"#NAME?",0,0,0,0,0,14399.99494
"809","xL","xL4","F","B","4.75","06/03/2022",1,129,"Flight","C",3,"11/06/2022","D","13:53","212",97,4483.6,9488.164228,0.472546627,"0.824543538",1,0,0,0,13,14399.97936
"810","xI","xI8","F","B","5.143333333","06/03/2022",1,129,"Flight","C",3,"09/06/2022","F","11:29","210",95,69.52,120.054646,0.579069635,"0.979729672",0,0,0,1,0,14399.98401
"811","xI","xI6","F","A","4.476666667","06/03/2022",1,129,"Flight","C",3,"04/06/2022","B","14:54","206",90,0,0,NA,"#NAME?",0,0,0,0,0,6679.259135
"812","xAX","xAX1","M","A","4.003333333","02/06/2022",1,128,"Flight","G",3,"31/08/2022","B","13:41","220",90,0,0,NA,"#NAME?",0,0,0,0,0,14399.99311
"813","xD","xD5","M","B","5.5","28/02/2022",1,128,"Flight","B",3,"03/06/2022","D","13:01","204",95,10.56,16.64029384,0.634604178,"2.465605996",0,0,0,0,1,14399.99981
"814","xQ","xQ10","F","A","4.883333333","09/03/2022",1,126,"Flight","D",3,"08/06/2022","A","14:49","209",91,2336.4,3442.460996,0.6787005,"1.176643631",0,0,1,1,5,14399.20788
"815","xP","xP13","F","A","3.77","06/03/2022",1,125,"Flight","C",3,"11/06/2022","C","13:53","212",97,2.64,15.22111392,0.173443285,"0.252205509",0,0,0,0,1,14399.97936
"816","xM","xM2","M","A","3.846666667","06/03/2022",1,125,"Flight","C",3,"04/06/2022","E","14:54","206",90,0,0,NA,"#NAME?",0,0,0,0,0,6679.259135
"817","xH","xH4","M","A","4.123333333","28/02/2022",1,125,"Flight","B",3,"01/06/2022","D","","201",93,0,0,NA,"#NAME?",0,0,0,0,0,14398.78049
"818","xBG","xBG10","M","B","5.78","03/06/2022",1,123,"Flight","G",3,"01/09/2022","F","08:38","221",90,1525.92,3956.330663,0.385690714,"1.117353894",0,0,0,14,6,14399.99462
"819","xBE","xBE12","F","A","3.723333333","03/06/2022",1,123,"Flight","G",3,"01/09/2022","C","08:38","221",90,7.92,47.14835072,0.167980425,"1.25830936",0,0,0,0,2,14399.99462
"820","xAK","xAK15","M","B","5.356666667","27/03/2022",1,122,"Flight","F",3,"24/06/2022","F","11:23","215",89,0,0,NA,"#NAME?",0,0,0,0,0,14399.98889
"821","xJ","xJ10","M","B","5.333333333","06/03/2022",1,122,"Flight","C",3,"11/06/2022","B","13:53","212",97,0,0,NA,"#NAME?",0,0,0,0,0,14399.97936
"822","xL","xL1","M","B","5.02","06/03/2022",1,122,"Flight","C",3,"04/06/2022","D","14:54","206",90,0,0,NA,"#NAME?",0,0,0,0,0,6679.259135
"823","xT","xT8","M","B","5.083333333","09/03/2022",1,122,"Flight","D",3,"08/06/2022","G","10:09","208",91,1625.36,1757.045201,0.925053037,"1.620653243",0,0,1,0,8,14399.98124
"824","xBD","xBD6","F","B","4.963333333","03/06/2022",1,120,"Flight","G",3,"01/09/2022","B","08:38","221",90,321.2,543.7548051,0.590707424,"0.903634557",0,0,0,1,1,14399.99462
"825","xAG","xAG9","F","B","5.74","27/03/2022",1,119,"Flight","F",3,"24/06/2022","D","11:23","215",89,293.92,547.1602526,0.537173522,"0.96662944",0,0,0,2,7,14399.98889
"826","xN","xN7","M","B","5.533333333","06/03/2022",1,119,"Flight","C",3,"07/06/2022","C","15:10","207",93,9739.84,10844.13478,0.898166631,"2.94952666",1,0,0,5,7,14399.99614
"827","xM","xM5","F","A","4.09","06/03/2022",1,119,"Flight","C",3,"08/06/2022","F","10:09","208",94,0,0,NA,"#NAME?",0,0,0,0,0,14399.98124
"828","xI","xI7","M","A","4.123333333","06/03/2022",1,119,"Flight","C",3,"04/06/2022","C","14:54","206",90,0,0,NA,"#NAME?",0,0,0,0,0,6679.259135
"829","xH","xH10","F","B","4.763333333","28/02/2022",1,118,"Flight","B",3,"03/06/2022","F","13:01","204",95,3519.12,11288.04306,0.31175643,"0.594910943",0,1,3,6,6,14399.99981
"830","xAX","xAX4","M","A","4.003333333","02/06/2022",1,117,"Flight","G",3,"31/08/2022","C","13:41","220",90,59.84,218.504082,0.273862161,"2.20174489",0,0,0,0,10,14399.99311
"831","xAG","xAG12","M","B","5.78","27/03/2022",1,115,"Flight","F",3,"28/06/2022","E","09:48","216",93,169.84,377.8690169,0.449467917,"0.796848932",0,0,0,3,0,14399.98699
"832","xD","xD11","M","A","4.55","28/02/2022",1,114,"Flight","B",3,"01/06/2022","C","","201",93,231.44,1300.530665,0.177958126,"1.357358471",0,0,0,3,37,14398.78049
"833","xA","xA15","M","A","4.74","28/02/2022",1,114,"Flight","B",3,"07/06/2022","A","15:10","207",99,0,0,NA,"#NAME?",0,0,0,0,0,14399.99614
"834","xE","xE4","M","B","5.756666667","28/02/2022",1,114,"Flight","B",3,"03/06/2022","E","08:42","203",95,13397.12,13296.3347,1.007579931,"1.674181467",1,0,2,0,0,14399.98409
"835","xE","xE7","M","B","5.516666667","28/02/2022",1,114,"Flight","B",3,"02/06/2022","G","","202",94,2917.2,3953.79117,0.73782349,"1.433222338",0,0,2,4,0,14399.98785
"836","xB","xB12","M","A","4.33","28/02/2022",1,114,"Flight","B",3,"03/06/2022","F","08:42","203",95,0,0,NA,"#NAME?",0,0,0,0,0,14399.98409
"837","xH","xH9","M","B","5.223333333","28/02/2022",1,114,"Flight","B",3,"01/06/2022","B","","201",93,621.28,1541.308284,0.403086136,"1.183589234",0,0,1,2,3,14398.78049
"838","xJ","xJ7","F","B","5.52","06/03/2022",1,112,"Flight","C",3,"08/06/2022","C","14:49","209",94,278.96,423.0768971,0.65936004,"1.041865145",0,0,0,1,0,14399.20788
"839","xJ","xJ1","M","A","4.233333333","06/03/2022",1,112,"Flight","C",3,"10/06/2022","C","10:43","211",96,0,0,NA,"#NAME?",0,0,0,0,0,14399.98816
"840","xO","xO9","M","B","5.016666667","06/03/2022",1,112,"Flight","C",3,"04/06/2022","D","10:16","205",90,6027.12,13306.02026,0.452961884,"2.060455981",1,0,1,3,1,14399.99494
"841","xE","xE8","M","A","4.246666667","28/02/2022",1,111,"Flight","B",3,"03/06/2022","B","08:42","203",95,22,87.39967585,0.251717181,"0.902418769",0,0,0,0,4,14399.98409
"842","xBD","xBD2","F","A","4.036666667","02/06/2022",1,110,"Flight","G",3,"31/08/2022","D","13:41","220",90,5294.96,9479.922124,0.558544673,"1.610706684",0,0,4,16,1,14399.99311
"843","xBK","xBK11","M","A","5.383333333","02/06/2022",1,110,"Flight","G",3,"01/09/2022","B","13:24","222",91,4577.76,4048.508487,1.13072753,"2.232822616",0,0,2,0,1,14399.05347
"844","xBI","xBI8","M","A","4.386666667","02/06/2022",1,110,"Flight","G",3,"01/09/2022","A","08:38","221",91,2148.08,4004.561892,0.536408241,"1.174631664",0,0,1,12,21,14399.99462
"845","xAG","xAG4","F","A","4.303333333","25/03/2022",1,110,"Flight","F",3,"28/06/2022","D","09:48","216",95,66.88,80.54055285,0.830389135,"1.629928395",0,0,0,0,2,14399.98699
"846","xAK","xAK2","F","A","4.03","25/03/2022",1,110,"Flight","F",3,"24/06/2022","E","11:23","215",91,2449.04,3936.591766,0.622121913,"1.259024439",0,0,2,9,5,14399.98889
"847","xBH","xBH11","F","B","4.976666667","03/06/2022",1,109,"Flight","G",3,"01/09/2022","D","08:38","221",90,0,0,NA,"#NAME?",0,0,0,0,0,14399.99462
"848","xAG","xAG15","F","B","5.476666667","27/03/2022",1,108,"Flight","F",3,"28/06/2022","B","09:48","216",93,14736.48,13987.82695,1.053521755,"1.882232107",1,0,2,4,0,14399.98699
"849","xAH","xAH15","F","B","5.366666667","27/03/2022",1,108,"Flight","F",3,"24/06/2022","C","11:23","215",89,5.28,30.56386209,0.172753037,"0.355657598",0,0,0,0,1,14399.98889
"850","xP","xP14","M","A","3.99","06/03/2022",1,108,"Flight","C",3,"09/06/2022","B","11:29","210",95,297.44,1572.983995,0.189092833,"1.118706164",0,0,0,7,45,14399.98401
"851","xJ","xJ9","F","B","5.42","06/03/2022",1,108,"Flight","C",3,"11/06/2022","A","13:53","212",97,1738,2292.410563,0.758153896,"1.460100866",0,0,1,4,1,14399.97936
"852","xI","xI4","F","A","4.466666667","06/03/2022",1,108,"Flight","C",3,"08/06/2022","A","10:09","208",94,0,0,NA,"#NAME?",0,0,0,0,0,14399.98124
"853","xO","xO1","F","A","4.22","06/03/2022",1,108,"Flight","C",3,"04/06/2022","A","10:16","205",90,0,0,NA,"#NAME?",0,0,0,0,0,14399.99494
"854","xJ","xJ5","M","A","4.056666667","06/03/2022",1,108,"Flight","C",3,"08/06/2022","D","14:49","209",94,12.32,70.77165604,0.174080991,"0.321275063",0,0,0,0,3,14399.20788
"855","xBF","xBF5","F","A","4.153333333","02/06/2022",1,107,"Flight","G",3,"31/08/2022","F","13:41","220",90,2063.6,9713.535059,0.212445828,"0.864914988",0,0,1,40,69,14399.99311
"856","xBB","xBB3","M","A","3.983333333","02/06/2022",1,107,"Flight","G",3,"31/08/2022","A","13:41","220",90,0,0,NA,"#NAME?",0,0,0,0,0,14399.99311
"857","xE","xE2","M","B","5.823333333","28/02/2022",1,106,"Flight","B",3,"01/06/2022","A","","201",93,4915.68,6775.136035,0.725547055,"1.403549124",0,0,1,25,43,14398.78049
"858","xF","xF3","F","A","4.043333333","28/02/2022",1,106,"Flight","B",3,"03/06/2022","A","13:01","204",95,0,0,NA,"#NAME?",0,0,0,0,0,14399.99981
"859","xM","xM9","M","B","5.54","06/03/2022",1,105,"Flight","C",3,"04/06/2022","A","14:54","206",90,80.96,169.0794137,0.478828251,"0.855077144",0,0,0,1,7,6679.259135
"860","xM","xM12","M","B","5.4","06/03/2022",1,105,"Flight","C",3,"04/06/2022","B","10:16","205",90,0,0,NA,"#NAME?",0,0,0,0,0,14399.99494
"861","xN","xN13","F","A","4.403333333","06/03/2022",1,105,"Flight","C",3,"08/06/2022","E","10:09","208",94,7094.56,9596.841169,0.739259916,"1.885571584",0,0,5,9,9,14399.98124
"862","xM","xM4","M","A","3.93","06/03/2022",1,105,"Flight","C",3,"09/06/2022","D","11:29","210",95,0,0,NA,"#NAME?",0,0,0,0,0,14399.98401
"863","xP","xP10","M","A","3.846666667","06/03/2022",1,105,"Flight","C",3,"08/06/2022","D","10:09","208",94,0,0,NA,"#NAME?",0,0,0,0,0,14399.98124
"864","xL","xL3","M","B","5.27","06/03/2022",1,105,"Flight","C",3,"09/06/2022","E","11:29","210",95,25.52,106.9201138,0.238682874,"0.525377188",0,0,0,0,3,14399.98401
"865","xT","xT3","M","B","5.406666667","09/03/2022",1,105,"Flight","D",3,"08/06/2022","B","14:49","209",91,0,0,NA,"#NAME?",0,0,0,0,0,14399.20788
"866","xK","xK19","M","B","5.26","06/03/2022",1,105,"Flight","C",3,"08/06/2022","E","14:49","209",94,113.52,272.0844119,0.417223461,"1.095977982",0,0,0,1,5,14399.20788
"867","xT","xT11","M","A","3.8","09/03/2022",1,102,"Flight","D",3,"07/06/2022","D","15:10","207",90,0,0,NA,"#NAME?",0,0,0,0,0,14399.99614
"868","xT","xT9","M","A","4.046666667","09/03/2022",1,102,"Flight","D",3,"07/06/2022","G","15:10","207",90,0,0,NA,"#NAME?",0,0,0,0,0,14399.99614
"869","xT","xT4","F","B","5.043333333","09/03/2022",1,102,"Flight","D",3,"07/06/2022","E","15:10","207",90,0,0,NA,"#NAME?",0,0,0,0,0,14399.99614
"870","xAW","xAW2","F","B","5.546666667","02/06/2022",1,100,"Flight","G",3,"31/08/2022","E","13:41","220",90,0,0,NA,"#NAME?",0,0,0,0,0,14399.99311
"871","xH","xH5","M","B","5.083333333","28/02/2022",1,100,"Flight","B",3,"01/06/2022","F","","201",93,92.4,488.8322215,0.18902191,"0.546453521",0,0,0,0,19,14398.78049
"872","xB","xB14","M","A","5.383333333","28/02/2022",1,100,"Flight","B",3,"03/06/2022","E","13:01","204",95,0,0,NA,"#NAME?",0,0,0,0,0,14399.99981
"873","xBG","xBG12","M","B","5.6","03/06/2022",1,99,"Flight","G",3,"01/09/2022","E","08:38","221",90,4.4,4.760630131,0.924247396,"1.616019054",0,0,0,0,1,14399.99462
"874","xP","xP2","M","B","4.723333333","06/03/2022",1,97,"Flight","C",3,"10/06/2022","A","10:43","211",96,0,0,NA,"#NAME?",0,0,0,0,0,14399.98816
"875","xN","xN8","F","B","5.483333333","06/03/2022",1,97,"Flight","C",3,"04/06/2022","C","10:16","205",90,29.92,121.6931551,0.24586428,"0.660547148",0,0,0,0,6,14399.99494
"876","xB","xB6","F","B","5.606666667","28/02/2022",1,96,"Flight","B",3,"31/05/2022","B","","200",92,0,0,NA,"#NAME?",0,0,0,0,0,14397.97616
"877","xD","xD14","F","A","4.576666667","28/02/2022",1,96,"Flight","B",3,"31/05/2022","D","","200",92,42.24,163.098067,0.258985289,"0.741586555",0,0,0,0,10,14397.97616
"878","xF","xF6","F","B","4.39","28/02/2022",1,96,"Flight","B",3,"31/05/2022","G","","200",92,0,0,NA,"#NAME?",0,0,0,0,0,14397.97616
"879","xC","xC9","M","B","5.986666667","28/02/2022",1,96,"Flight","B",3,"31/05/2022","F","","200",92,489.28,927.6166484,0.52745927,"1.588627746",0,0,0,4,8,14397.97616
"880","xBE","xBE11","M","A","4.263333333","03/06/2022",1,95,"Flight","G",3,"01/09/2022","A","13:24","222",90,0,0,NA,"#NAME?",0,0,0,0,0,14399.05347
"881","xS","xS1","M","A","3.91","09/03/2022",1,94,"Flight","D",3,"07/06/2022","F","15:10","207",90,0,0,NA,"#NAME?",0,0,0,0,0,14399.99614
"882","xI","xI5","M","A","4.59","06/03/2022",1,94,"Flight","C",3,"04/06/2022","G","14:54","206",90,0,0,NA,"#NAME?",0,0,0,0,0,6679.259135
"883","xE","xE13","F","A","4.44","28/02/2022",1,93,"Flight","B",3,"31/05/2022","C","","200",92,2.64,9.683806896,0.272620058,"0.205719473",0,0,0,0,1,14397.97616
"884","xN","xN4","F","B","5.473333333","06/03/2022",1,90,"Flight","C",3,"04/06/2022","F","14:54","206",90,0,0,NA,"#NAME?",0,0,0,0,0,6679.259135
